"respondent_id","region","subscriber_status","tier","age","gender","tenure_months","wtp","satisfaction","prefers_dark_roast","brand_attach_1","brand_attach_2","brand_attach_3","brand_attach_4","brand_attach_5","needs_1","needs_2","needs_3","needs_4","needs_5","needs_6","needs_7","needs_8","needs_9","needs_10","needs_11","needs_12","pre_score","post_score"
536,"Atlantic","Current","Standard",35,"F",24,23.06,6.4,"No",4,4,4,3,1,3,2,2,3,4,3,2,3,1,2,3,1,NA,NA
537,"Atlantic","Lapsed","Standard",41,"M",15,25.76,5.3,"Yes",4,4,5,3,3,4,3,2,3,3,3,4,3,4,3,4,1,NA,NA
538,"Atlantic","Current","Standard",25,"F",6,21.99,6.5,"Yes",1,2,2,4,2,4,3,2,3,2,3,2,3,2,4,3,4,NA,NA
539,"Atlantic","Lapsed","Signature",28,"F",8,22.35,4.7,"Yes",4,3,4,4,3,3,2,2,3,2,2,2,1,3,3,5,2,NA,NA
540,"Atlantic","Current","Standard",59,"F",24,24.18,5.1,"Yes",5,5,4,5,4,2,3,2,2,5,4,4,3,5,4,5,3,NA,NA
541,"Atlantic","Current","Discovery",24,"F",12,21.83,5,"Yes",2,4,4,3,3,2,2,2,2,2,2,2,3,5,4,2,5,5.7,4.6
542,"Ontario_prospect","Current","Standard",43,"M",2,13.09,7.4,"Yes",4,3,3,3,3,4,4,2,3,4,3,4,2,2,1,2,3,5.1,6.7
543,"Ontario_prospect","Lapsed","Discovery",31,"M",18,22.92,5.7,"Yes",4,5,4,3,5,4,3,5,2,3,4,3,3,2,4,3,5,NA,NA
544,"Atlantic","Current","Signature",59,"F",2,28.9,6.8,"Yes",3,1,2,2,2,5,5,5,3,4,2,4,5,1,1,1,2,NA,NA
545,"Atlantic","Current","Standard",45,"F",13,24.34,5.2,"Yes",3,2,1,1,2,2,3,2,2,2,2,2,4,3,2,2,4,6.2,5.8
546,"Ontario_prospect","Lapsed","Standard",43,"F",2,25.48,5.4,"Yes",3,2,3,2,1,3,3,3,2,4,4,3,4,4,4,4,3,NA,NA
547,"Atlantic","Current","Discovery",46,"M",16,30.25,7.6,"No",4,5,4,5,5,3,4,4,2,3,4,4,2,4,5,5,3,NA,NA
548,"Ontario_prospect","Lapsed","Signature",36,"M",6,15.32,4.2,"Yes",4,3,4,3,1,4,3,4,4,4,3,3,4,3,4,2,2,6,6.4
549,"Atlantic","Current","Standard",21,"F",28,15.65,6.2,"No",3,1,1,2,3,4,4,5,5,5,2,3,3,4,3,3,4,NA,NA
550,"Atlantic","Current","Standard",30,"F",4,20.41,5,"Yes",3,3,4,3,3,2,1,1,1,4,3,2,2,5,4,4,3,NA,NA
551,"Atlantic","Lapsed","Discovery",54,"F",7,24.16,5.3,"No",2,2,2,2,3,3,4,2,2,4,2,4,3,3,4,4,5,NA,NA
552,"Atlantic","Current","Discovery",43,"F",9,27.77,5.3,"No",2,2,3,2,3,5,4,2,3,3,2,4,3,4,3,3,3,NA,NA
553,"Atlantic","Current","Standard",55,"F",81,19.67,5.8,"No",4,2,2,3,1,3,4,3,2,3,4,4,3,4,4,4,5,NA,NA
554,"Atlantic","Current","Signature",62,"F",20,25.89,6.2,"No",5,5,5,4,4,4,3,2,2,3,3,3,4,5,5,5,5,NA,NA
555,"Atlantic","Current","Discovery",30,"F",11,22.95,6.6,"Yes",3,4,3,4,4,3,3,3,3,3,4,4,4,3,3,3,4,NA,NA
556,"Ontario_prospect","Current","Signature",34,"F",2,23.56,6.4,"Yes",3,3,4,3,3,3,4,4,2,3,4,3,3,3,5,3,4,NA,NA
557,"Atlantic","Current","Standard",57,"F",57,24.99,6.9,"No",5,5,5,5,4,4,3,3,3,3,3,2,3,4,3,3,2,NA,NA
558,"Atlantic","Current","Signature",35,"M",16,20.78,5,"Yes",1,1,2,1,3,2,2,3,2,4,3,4,2,1,2,1,1,7.6,7.3
559,"Atlantic","Current","Discovery",32,"M",21,26.42,5.1,"No",2,2,2,3,1,3,4,1,2,5,3,3,3,5,5,4,4,5.2,6.3
560,"Atlantic","Current","Standard",35,"F",7,18.46,5.8,"No",4,3,2,3,3,3,2,1,1,1,1,3,1,2,2,3,3,NA,NA
561,"Ontario_prospect","Current","Signature",23,"F",2,23.45,6.8,"Yes",2,1,2,1,1,2,3,2,3,4,3,3,3,3,3,3,4,NA,NA
562,"Atlantic","Current","Signature",21,"M",11,25.12,6.7,"No",4,5,4,3,5,3,3,3,3,3,1,1,3,4,3,4,3,NA,NA
563,"Ontario_prospect","Lapsed","Standard",31,"M",10,17.18,5.3,"No",2,2,1,1,2,2,2,3,3,3,2,2,3,3,2,2,3,NA,NA
564,"Atlantic","Current","Standard",54,"M",5,19.19,4.8,"Yes",3,3,2,2,2,2,3,3,2,1,2,3,2,3,3,2,2,NA,NA
565,"Ontario_prospect","Current","Standard",21,"F",35,20.53,6.3,"Yes",3,3,3,3,3,2,3,3,2,2,3,3,1,3,2,3,2,NA,NA
566,"Atlantic","Current","Signature",36,"F",27,26.03,5.5,"No",1,3,2,3,3,3,1,1,2,1,2,2,2,3,2,3,2,NA,NA
567,"Atlantic","Lapsed","Discovery",75,"F",9,18.36,4.7,"Yes",3,3,2,1,3,1,3,3,3,1,3,3,2,3,5,4,1,5.3,6.1
568,"Atlantic","Current","Standard",47,"M",27,22.17,6.8,"Yes",3,4,2,3,4,3,3,2,3,5,4,3,3,4,3,4,2,NA,NA
569,"Ontario_prospect","Current","Standard",43,"F",40,12.89,6.4,"No",4,3,2,4,3,3,2,1,2,2,3,2,1,2,2,1,2,NA,NA
570,"Ontario_prospect","Current","Standard",29,"M",25,19.12,5.6,"Yes",4,5,4,3,5,3,2,4,2,3,3,1,1,2,3,4,2,NA,NA
571,"Atlantic","Current","Signature",45,"F",12,18.26,5.3,"Yes",3,3,3,2,2,3,2,1,3,2,3,3,2,3,2,4,2,NA,NA
572,"Atlantic","Current","Standard",54,"F",87,17.84,5.8,"No",3,3,5,4,5,1,1,2,2,3,3,3,3,3,2,2,3,NA,NA
573,"Ontario_prospect","Current","Discovery",50,"F",2,26.79,3.9,"No",2,3,1,2,3,5,5,4,5,3,2,3,3,4,4,5,3,NA,NA
574,"Ontario_prospect","Current","Signature",21,"M",1,20.57,5.9,"No",3,3,3,4,4,2,1,1,1,2,2,3,2,1,1,1,1,6.4,5.7
575,"Ontario_prospect","Current","Signature",21,"M",8,25.05,6.1,"Yes",4,4,3,3,3,4,2,4,4,3,3,2,3,3,3,3,1,NA,NA
576,"Atlantic","Current","Discovery",51,"M",15,27.34,5.9,"Yes",4,4,3,4,5,3,3,5,4,4,3,5,5,3,5,3,3,NA,NA
577,"Atlantic","Lapsed","Standard",39,"M",34,15.69,4.8,"No",3,3,4,3,4,3,4,3,3,4,4,4,5,4,3,5,3,NA,NA
578,"Atlantic","Current","Standard",43,"F",49,20.65,6.2,"Yes",4,4,3,5,3,3,2,4,3,5,3,4,5,4,5,5,4,NA,NA
579,"Atlantic","Lapsed","Standard",40,"F",3,20.26,5.5,"No",5,4,4,3,5,3,3,3,3,5,3,3,4,3,3,3,4,NA,NA
580,"Atlantic","Current","Standard",45,"Nonbinary",13,20.48,6,"Yes",3,2,1,3,2,5,4,5,5,3,4,4,5,4,4,5,3,NA,NA
581,"Atlantic","Lapsed","Discovery",38,"F",7,22.21,5.2,"No",4,4,3,2,3,3,3,2,3,3,3,3,2,2,4,2,4,NA,NA
582,"Atlantic","Lapsed","Discovery",40,"M",4,28.07,4.2,"No",4,5,5,5,4,4,2,4,4,2,3,3,3,4,2,3,3,NA,NA
583,"Atlantic","Current","Signature",52,"F",1,16.61,4.3,"Yes",2,2,2,3,2,1,2,2,3,2,4,1,1,4,4,5,5,NA,NA
584,"Atlantic","Current","Standard",33,"M",1,22.12,7.8,"Yes",4,4,5,4,3,5,3,4,4,3,3,3,4,5,4,4,2,NA,NA
585,"Ontario_prospect","Current","Standard",39,"M",2,17.06,4.8,"Yes",3,3,3,3,2,3,3,2,4,4,4,5,4,3,3,4,3,NA,NA
586,"Atlantic","Lapsed","Standard",55,"F",4,19.47,4.5,"No",3,3,3,3,3,3,3,2,3,3,4,4,3,5,4,4,5,5.5,5.5
587,"Atlantic","Current","Signature",40,"Nonbinary",10,21.46,7.2,"Yes",4,4,3,4,3,4,2,2,2,2,3,1,3,3,4,3,4,NA,NA
588,"Atlantic","Lapsed","Standard",28,"F",6,15.38,5.3,"No",4,4,4,3,3,3,3,4,3,5,4,2,4,3,4,2,2,NA,NA
589,"Ontario_prospect","Current","Standard",49,"M",20,19.32,5.8,"Yes",3,3,2,2,4,3,4,3,4,3,3,3,2,4,4,3,3,NA,NA
590,"Atlantic","Current","Standard",39,"M",43,22.17,5.8,"No",4,4,3,4,3,1,1,1,1,3,3,3,2,3,3,2,3,NA,NA
591,"Ontario_prospect","Current","Signature",53,"M",39,16.59,5.5,"No",3,2,2,1,1,3,4,3,4,1,2,2,1,3,5,4,4,7.7,7.8
592,"Ontario_prospect","Current","Standard",45,"M",5,19.61,5.2,"No",1,2,1,2,2,4,3,4,5,2,1,3,3,2,3,4,3,NA,NA
593,"Ontario_prospect","Current","Standard",41,"M",1,20.3,5.7,"Yes",3,3,4,3,2,3,3,2,2,1,3,2,3,2,2,2,3,NA,NA
594,"Ontario_prospect","Current","Standard",55,"F",21,23.25,4.4,"Yes",3,2,4,2,4,3,3,3,1,1,5,3,2,2,2,4,2,NA,NA
595,"Atlantic","Current","Discovery",34,"M",8,27.31,7,"No",3,3,4,3,3,3,3,3,4,2,2,1,2,3,2,2,3,NA,NA
596,"Ontario_prospect","Current","Standard",38,"M",15,18.29,4,"No",1,2,2,2,2,4,3,4,3,2,3,3,3,3,2,3,4,NA,NA
597,"Ontario_prospect","Current","Signature",52,"F",9,27.63,5.2,"Yes",4,3,5,3,3,4,1,3,2,1,1,1,1,2,1,1,2,NA,NA
598,"Atlantic","Current","Standard",44,"F",25,23.16,6.6,"No",1,2,2,2,2,2,4,4,3,4,4,3,4,3,4,4,3,NA,NA
599,"Atlantic","Current","Standard",35,"M",20,19.08,5.3,"Yes",2,2,1,2,2,2,3,2,2,1,1,3,2,3,3,2,2,NA,NA
600,"Ontario_prospect","Lapsed","Signature",37,"F",31,15.94,4.3,"No",4,4,3,5,5,3,3,4,3,5,5,2,4,4,3,4,4,NA,NA
601,"Ontario_prospect","Current","Discovery",33,"Nonbinary",27,26.39,6,"No",2,2,3,3,2,3,4,4,4,3,4,3,4,3,2,4,4,6.6,7
602,"Atlantic","Lapsed","Standard",44,"M",1,22.59,3.4,"Yes",1,2,1,2,3,2,4,4,4,2,2,1,3,2,3,2,3,NA,NA
603,"Ontario_prospect","Lapsed","Signature",47,"F",9,18.06,4.6,"No",3,1,1,2,1,1,2,2,2,2,4,3,3,3,2,3,4,NA,NA
604,"Ontario_prospect","Current","Signature",29,"F",31,22.72,7.9,"No",5,3,4,2,4,3,1,2,2,5,4,3,5,2,4,4,4,NA,NA
605,"Atlantic","Lapsed","Standard",49,"F",2,13.31,6,"No",1,3,2,4,2,2,3,3,4,4,3,3,3,3,3,3,4,NA,NA
606,"Atlantic","Current","Signature",31,"F",1,19.05,4,"Yes",1,3,3,2,3,2,3,4,4,3,3,3,5,3,2,4,2,5.6,4.3
607,"Ontario_prospect","Current","Standard",66,"M",26,19.72,6,"Yes",2,1,2,2,3,3,4,3,3,2,3,4,3,5,5,5,4,NA,NA
608,"Atlantic","Current","Discovery",33,"M",2,28.55,7.5,"No",3,2,3,1,2,3,3,2,4,2,2,3,5,5,3,4,3,NA,NA
609,"Ontario_prospect","Current","Standard",21,"F",24,16.42,5.1,"Yes",4,4,5,4,4,3,2,3,3,3,2,3,3,4,5,4,3,5.7,4
610,"Atlantic","Current","Standard",33,"M",30,21.35,4.9,"No",4,2,2,2,2,4,3,3,2,4,2,4,3,2,2,2,3,NA,NA
611,"Atlantic","Current","Standard",47,"F",17,24.61,4.8,"No",1,2,3,3,1,2,3,3,2,5,4,4,5,3,4,2,5,5.9,7.4
612,"Atlantic","Current","Discovery",50,"F",5,23.66,6.1,"No",3,4,3,3,4,4,3,3,4,4,3,5,3,3,2,3,3,NA,NA
613,"Atlantic","Current","Signature",48,"F",30,17.32,6.7,"Yes",4,2,4,4,4,4,4,4,3,3,2,2,4,2,3,3,2,8,9.3
614,"Atlantic","Lapsed","Discovery",48,"M",42,22.08,5.6,"Yes",2,3,4,4,2,3,2,2,3,2,3,2,4,3,1,3,2,NA,NA
615,"Atlantic","Current","Standard",33,"M",27,23.67,5.4,"No",4,3,5,5,4,3,1,2,2,1,2,2,1,3,4,2,3,NA,NA
616,"Atlantic","Current","Standard",43,"F",1,19.74,5.3,"No",3,4,3,4,4,3,3,2,3,1,2,3,2,3,4,4,3,8.1,7.9
617,"Ontario_prospect","Current","Standard",49,"F",1,24.17,5,"No",4,5,5,4,4,3,2,5,2,5,4,4,4,4,4,4,4,8.6,8.9
618,"Atlantic","Current","Standard",45,"F",5,25.41,7,"Yes",2,2,3,3,3,4,4,4,3,5,5,3,5,4,3,4,4,NA,NA
619,"Atlantic","Current","Standard",37,"F",21,21.61,5.8,"Yes",3,2,3,1,2,4,4,4,5,2,3,2,2,3,4,4,1,5.7,6.9
620,"Atlantic","Current","Discovery",56,"F",34,32.3,6.2,"Yes",3,4,3,4,4,3,2,3,4,1,3,1,2,2,4,4,4,4.7,4.3
621,"Atlantic","Current","Discovery",50,"M",15,20.88,8.1,"Yes",3,2,3,2,4,2,3,2,2,4,5,3,2,2,3,3,3,NA,NA
622,"Ontario_prospect","Current","Standard",21,"F",5,18.2,6.7,"No",5,5,5,4,3,5,4,4,5,3,2,3,4,2,1,3,2,NA,NA
623,"Ontario_prospect","Current","Standard",39,"M",15,22.4,5.7,"Yes",3,3,4,4,3,2,2,2,3,3,4,5,2,4,3,3,4,NA,NA
624,"Atlantic","Current","Discovery",23,"M",10,27.46,6.9,"Yes",4,2,2,4,2,2,3,2,1,3,4,3,5,3,4,4,3,NA,NA
625,"Atlantic","Current","Standard",43,"F",5,15.32,6,"No",4,3,3,2,4,3,5,2,2,5,4,4,5,4,3,5,5,NA,NA
626,"Atlantic","Current","Signature",38,"F",2,26.29,4.9,"No",3,3,5,2,3,4,5,3,3,2,4,2,2,3,4,4,3,NA,NA
627,"Atlantic","Current","Signature",41,"F",31,20.23,5.7,"No",2,1,3,2,1,2,4,3,5,1,4,3,4,4,3,5,4,NA,NA
628,"Ontario_prospect","Current","Standard",24,"F",2,20.77,6.8,"No",3,3,3,5,2,2,3,2,3,4,2,3,3,3,4,2,4,5.9,6.4
629,"Atlantic","Current","Standard",39,"F",14,14.44,4.4,"No",4,4,3,3,2,2,2,3,2,1,1,1,1,1,3,2,2,NA,NA
630,"Ontario_prospect","Lapsed","Signature",37,"F",7,20.03,3.7,"Yes",2,3,4,3,2,4,4,4,4,2,4,3,4,2,2,2,2,5.7,7.5
631,"Atlantic","Current","Standard",41,"M",6,19.53,6.6,"No",3,3,3,4,3,5,4,5,5,4,3,3,4,3,3,2,2,NA,NA
632,"Atlantic","Current","Standard",44,"M",31,18.2,8.2,"No",4,4,5,4,4,4,3,1,3,3,2,3,3,3,3,3,3,NA,NA
633,"Atlantic","Current","Signature",27,"M",4,24.49,5.9,"Yes",5,4,4,4,4,2,1,1,2,2,2,2,3,3,3,4,4,NA,NA
634,"Atlantic","Current","Discovery",22,"F",22,24.52,7,"No",4,4,4,4,4,3,3,4,3,2,2,3,3,3,2,2,2,NA,NA
635,"Ontario_prospect","Current","Signature",41,"F",7,19.28,4.6,"No",3,3,2,4,4,4,3,4,3,3,3,2,2,2,2,5,3,NA,NA
636,"Atlantic","Current","Discovery",44,"M",5,24.61,7.5,"Yes",4,4,4,2,2,4,5,3,4,4,4,3,3,4,3,3,3,NA,NA
637,"Atlantic","Current","Signature",39,"F",4,25.72,6.2,"Yes",1,2,1,2,1,2,1,3,3,2,1,1,1,3,3,4,3,NA,NA
638,"Atlantic","Current","Standard",57,"M",42,20.19,5.1,"Yes",4,4,4,4,4,2,3,2,1,2,1,1,2,2,2,3,2,NA,NA
639,"Ontario_prospect","Current","Standard",49,"M",32,17.67,7.5,"No",4,4,5,5,3,2,1,2,2,1,3,2,3,2,2,1,4,NA,NA
640,"Ontario_prospect","Current","Signature",39,"F",59,23.84,7.9,"No",3,5,4,2,5,4,4,2,2,3,1,2,3,3,1,1,3,NA,NA
641,"Atlantic","Current","Signature",31,"F",17,25.77,4.2,"No",4,3,4,4,2,2,2,2,3,2,5,4,5,4,3,5,3,NA,NA
642,"Atlantic","Current","Standard",36,"M",66,16.62,6.5,"No",4,5,5,5,5,1,1,1,1,3,3,3,3,2,2,2,2,NA,NA
643,"Ontario_prospect","Current","Signature",31,"M",61,21.03,7.1,"No",3,3,4,2,2,3,4,5,2,3,3,5,3,5,2,2,3,NA,NA
644,"Ontario_prospect","Current","Standard",35,"F",10,16.62,6.3,"Yes",2,1,3,1,2,1,1,1,2,3,2,2,2,5,4,4,3,NA,NA
645,"Atlantic","Current","Signature",31,"F",2,21.48,4.2,"No",1,2,2,2,2,1,1,2,2,2,1,2,3,1,1,1,1,NA,NA
646,"Ontario_prospect","Current","Signature",31,"F",8,14.35,6.4,"Yes",2,2,2,3,1,3,4,5,2,3,2,3,4,2,2,3,3,4.9,4.6
647,"Atlantic","Current","Discovery",31,"M",49,26.73,6.5,"Yes",5,4,5,4,3,4,5,5,5,4,3,3,2,4,5,5,5,6.9,7.7
648,"Atlantic","Current","Standard",37,"F",12,19,5.4,"Yes",3,2,1,3,3,3,2,4,4,4,4,2,4,4,5,4,4,NA,NA
649,"Atlantic","Current","Standard",23,"F",17,20.61,5,"No",3,3,3,4,1,2,3,2,1,1,2,3,1,2,3,3,2,NA,NA
650,"Ontario_prospect","Lapsed","Signature",23,"M",5,16.8,5.4,"No",2,3,2,1,3,2,2,1,2,4,3,4,5,2,2,2,2,6.5,5.6
651,"Atlantic","Current","Signature",47,"M",53,17.6,5.5,"No",5,5,5,5,4,3,1,1,3,1,3,2,1,4,3,3,4,NA,NA
652,"Atlantic","Current","Standard",49,"M",1,18.54,5.1,"No",3,2,2,4,3,4,1,3,3,2,1,3,3,4,3,3,3,NA,NA
653,"Atlantic","Current","Standard",34,"M",2,22.26,8.7,"Yes",4,4,5,5,3,4,3,2,4,5,4,3,2,4,3,3,4,NA,NA
654,"Atlantic","Current","Standard",31,"M",18,23.99,6.4,"No",3,3,5,1,3,4,5,4,5,3,3,2,2,3,3,4,4,NA,NA
655,"Ontario_prospect","Current","Standard",28,"M",14,18.31,6.1,"Yes",3,4,4,2,2,2,2,3,2,2,1,2,2,3,2,2,2,NA,NA
656,"Ontario_prospect","Current","Standard",21,"M",18,24.19,6.3,"No",3,4,5,3,5,3,3,2,4,2,3,2,3,4,5,3,4,NA,NA
657,"Ontario_prospect","Current","Standard",57,"F",1,19.43,3.4,"Yes",2,2,2,2,2,3,4,5,2,2,2,2,2,3,2,2,2,NA,NA
658,"Atlantic","Current","Standard",42,"Nonbinary",1,20.3,6.5,"No",2,3,4,3,2,3,4,4,3,4,3,2,2,2,2,4,4,5,5.2
659,"Atlantic","Current","Signature",30,"F",12,27.06,4.7,"No",4,5,3,4,3,4,3,5,4,3,2,3,3,1,2,3,2,6.4,8.1
660,"Ontario_prospect","Current","Signature",51,"F",13,28.55,5.5,"Yes",4,3,2,2,3,4,4,4,2,3,3,3,2,3,3,3,4,NA,NA
661,"Atlantic","Current","Standard",40,"F",9,17.72,6.5,"No",2,2,3,4,3,1,1,1,2,1,2,1,2,2,2,2,2,7.2,7.8
662,"Ontario_prospect","Current","Standard",46,"F",12,21.15,6.5,"No",3,2,2,1,3,4,3,3,4,3,3,4,2,5,3,3,4,NA,NA
663,"Atlantic","Current","Standard",25,"F",57,21.68,5.7,"Yes",3,3,3,3,1,3,2,3,3,3,3,3,4,2,2,2,1,NA,NA
664,"Atlantic","Current","Standard",35,"M",39,21.08,6.5,"Yes",5,2,3,4,5,4,3,5,2,5,5,5,5,2,2,1,2,NA,NA
665,"Atlantic","Current","Standard",59,"F",35,26,6.5,"No",3,4,2,2,4,2,1,3,2,4,3,2,2,3,5,4,5,6.7,8.6
666,"Ontario_prospect","Current","Discovery",42,"M",12,20.45,7.4,"No",4,3,4,4,5,3,4,3,5,3,1,3,2,1,2,4,2,NA,NA
667,"Atlantic","Current","Standard",31,"F",21,24.07,4.9,"No",3,4,3,3,3,3,5,4,4,3,2,3,3,3,4,3,3,6.5,7.4
668,"Atlantic","Current","Signature",29,"F",49,26.27,4.9,"Yes",3,2,1,1,2,1,1,1,1,1,1,1,2,4,4,3,4,6.5,6.7
669,"Ontario_prospect","Current","Discovery",37,"F",23,26.4,6,"No",2,3,3,2,3,2,3,3,1,4,4,3,3,1,4,4,5,5.1,6.4
670,"Ontario_prospect","Current","Signature",41,"M",5,21.04,6.6,"No",4,5,3,2,4,2,2,2,2,4,4,4,4,3,4,4,3,7.5,7.6
671,"Atlantic","Current","Standard",39,"F",3,24.26,7.2,"No",3,2,3,4,4,5,4,5,3,4,3,3,2,3,2,3,4,NA,NA
672,"Atlantic","Current","Signature",32,"F",25,21.94,6.7,"No",4,4,5,5,3,2,2,2,2,3,3,2,3,3,2,3,2,NA,NA
673,"Ontario_prospect","Current","Standard",39,"F",27,21.32,5.2,"No",4,5,4,3,4,4,2,4,3,3,3,3,3,2,2,2,3,NA,NA
674,"Atlantic","Current","Standard",37,"F",5,23.09,6.5,"Yes",3,3,3,3,3,3,3,2,3,5,5,3,4,4,4,4,4,NA,NA
675,"Atlantic","Current","Discovery",46,"F",9,22.91,6.5,"Yes",2,2,3,2,2,3,4,3,5,3,4,5,3,5,3,3,3,NA,NA
676,"Ontario_prospect","Current","Standard",42,"F",12,17.13,7.5,"No",3,2,3,4,3,3,5,4,3,4,3,2,3,3,3,2,4,NA,NA
677,"Atlantic","Current","Signature",23,"F",11,26.82,6.5,"No",4,4,4,5,3,3,3,3,5,4,5,4,4,4,3,3,2,7.2,8.7
678,"Ontario_prospect","Lapsed","Standard",31,"M",1,12.24,4.6,"Yes",3,2,3,3,1,4,3,4,3,4,2,2,3,4,3,3,3,NA,NA
679,"Atlantic","Current","Standard",26,"F",8,19.3,4.6,"Yes",2,3,2,3,2,3,4,4,4,5,5,4,5,5,5,4,5,NA,NA
680,"Atlantic","Current","Standard",38,"F",12,24.54,6.7,"Yes",2,2,2,1,1,3,5,4,5,3,5,5,5,5,4,5,5,NA,NA
681,"Atlantic","Current","Standard",44,"F",7,18.88,6.3,"No",3,2,3,2,4,2,2,1,4,3,4,3,3,5,4,4,4,NA,NA
682,"Ontario_prospect","Current","Signature",51,"F",10,20.64,7.3,"No",5,5,5,5,4,5,3,5,2,2,2,2,3,3,3,4,3,9.5,10.4
683,"Atlantic","Lapsed","Signature",33,"Nonbinary",22,27.62,2.9,"No",3,2,2,2,3,2,4,3,3,1,2,2,1,2,1,1,2,NA,NA
684,"Ontario_prospect","Current","Standard",26,"F",20,19.46,5.9,"No",3,2,3,1,1,5,4,5,4,2,3,4,3,3,4,3,4,5.1,5.5
685,"Ontario_prospect","Current","Standard",36,"M",3,21.08,7.6,"No",3,3,4,3,4,4,4,4,4,5,3,5,5,2,2,4,4,6.6,7.7
686,"Atlantic","Current","Signature",28,"Nonbinary",1,20.74,4,"Yes",2,4,2,4,5,2,4,2,2,2,2,2,3,3,2,1,4,NA,NA
687,"Atlantic","Current","Standard",25,"M",1,25.11,3.7,"No",3,4,3,3,3,2,3,2,1,3,1,3,3,4,4,3,4,NA,NA
688,"Atlantic","Current","Standard",43,"F",60,25.81,6.4,"No",5,5,5,4,4,4,2,2,2,2,3,3,4,2,3,3,3,NA,NA
689,"Atlantic","Current","Discovery",50,"M",26,23.11,5.4,"Yes",2,2,2,2,1,4,3,4,2,2,2,2,2,5,5,4,4,NA,NA
690,"Ontario_prospect","Lapsed","Standard",37,"F",23,12.89,4,"No",4,3,5,3,4,3,1,4,2,2,1,2,2,4,4,4,4,NA,NA
691,"Ontario_prospect","Current","Signature",25,"F",34,25.39,6.6,"Yes",3,3,4,3,3,4,3,4,4,3,3,4,4,3,3,3,2,NA,NA
692,"Atlantic","Current","Signature",35,"M",1,18.75,5.9,"Yes",2,2,1,2,1,5,4,3,5,1,3,1,1,4,4,3,3,NA,NA
693,"Atlantic","Current","Signature",25,"M",23,25.52,3.7,"Yes",3,3,2,3,4,5,5,4,3,3,3,4,5,2,2,5,4,NA,NA
694,"Ontario_prospect","Current","Standard",47,"F",12,17.23,6.4,"No",2,2,3,2,1,5,3,4,5,5,4,3,3,4,4,3,4,NA,NA
695,"Atlantic","Current","Discovery",27,"F",7,22.75,6.6,"Yes",2,2,1,2,1,4,3,3,4,5,5,5,4,3,3,2,3,7.9,8.1
696,"Atlantic","Current","Discovery",35,"F",32,26.7,8.1,"No",3,4,3,5,5,4,2,2,1,2,4,3,4,4,4,5,3,6.9,7.5
697,"Ontario_prospect","Current","Standard",25,"F",32,15.48,6.3,"No",3,2,2,3,2,4,3,3,3,4,4,4,4,2,4,2,2,NA,NA
698,"Atlantic","Current","Standard",49,"F",14,21.26,5.8,"Yes",4,4,5,4,4,3,3,4,3,4,5,1,3,4,4,3,3,5,6.2
699,"Atlantic","Lapsed","Standard",35,"F",17,16.77,5.1,"Yes",4,4,4,4,3,1,2,2,2,4,2,3,2,3,2,4,4,NA,NA
700,"Atlantic","Lapsed","Signature",37,"M",9,12.95,5,"No",4,3,5,5,4,2,2,2,2,1,2,1,2,1,3,2,3,NA,NA
701,"Atlantic","Lapsed","Standard",29,"M",1,15.96,4.8,"No",2,3,3,3,2,2,2,3,2,5,3,5,5,2,5,3,1,7.5,7.8
702,"Atlantic","Current","Standard",21,"M",26,22.44,5.2,"No",3,3,3,3,2,5,4,2,2,3,3,2,2,4,5,5,5,NA,NA
703,"Atlantic","Current","Signature",43,"M",14,23.32,5.4,"Yes",2,2,2,2,3,4,4,4,4,4,4,4,5,3,4,1,4,NA,NA
704,"Ontario_prospect","Current","Discovery",38,"M",48,28.74,6.3,"No",1,4,1,2,4,5,4,4,3,3,3,5,5,3,3,5,4,7.2,9.1
705,"Ontario_prospect","Current","Signature",48,"M",14,23.91,6.1,"Yes",2,3,3,2,2,3,3,3,4,4,5,4,4,5,4,3,3,NA,NA
706,"Atlantic","Current","Signature",61,"M",15,20.67,5.8,"Yes",2,2,2,2,2,3,3,3,4,3,4,4,4,3,3,2,4,5,3.7
707,"Ontario_prospect","Current","Signature",42,"F",26,25.87,5.4,"Yes",3,5,4,4,3,1,1,1,1,3,3,4,3,2,4,3,3,NA,NA
708,"Ontario_prospect","Current","Signature",47,"F",7,17.52,4.6,"No",4,3,3,2,3,4,3,3,1,2,3,3,1,1,2,1,1,NA,NA
709,"Atlantic","Current","Discovery",44,"M",3,23.61,6.6,"No",5,4,1,4,3,3,3,4,3,3,3,2,2,3,3,4,3,NA,NA
710,"Ontario_prospect","Current","Signature",33,"F",26,21.77,7.3,"No",4,3,4,4,2,4,3,2,3,2,2,2,3,5,5,3,3,NA,NA
711,"Atlantic","Lapsed","Signature",21,"M",8,22.03,5.7,"Yes",1,2,2,4,2,3,3,3,3,3,3,1,1,4,3,4,2,NA,NA
712,"Ontario_prospect","Current","Discovery",41,"F",16,25.23,6.6,"No",2,3,3,4,3,5,4,5,2,2,2,3,3,1,2,1,3,NA,NA
713,"Atlantic","Current","Discovery",52,"M",10,22.99,5.6,"Yes",3,3,4,3,4,3,3,3,4,2,3,2,2,5,5,3,4,5.1,4.7
714,"Ontario_prospect","Lapsed","Signature",35,"F",11,18.65,5.2,"No",4,3,4,3,3,2,2,3,1,3,3,2,1,4,1,3,2,6.7,7
